review_date,handle,rating,helpfulness_rating,Counterfeit,review
28-Jan-21,JaniceC,4,,0,The masks seems good quality. They are thicker than other non FDA approved ones. It’s also a tight fit on me (I’m 5ft8). The masks tend to slide upward a bit on me but I’m wearing glasses so it’s not too much a issue. Over good I think they are reasonable priced good quality kn95 masks.
12-Sep-20,Amazon Customer Daisy Turtle.,5,One,0,Bought these masks for my husband. He says they have a good metal nose piece making it easy to get a snug fit. I have a smaller face and these don't work for me
2-Feb-21,Portly,4,,0,"I got these recently from Innovate, fast shipping and they check out authentic on Powecoms website. They are tight on the ears. Might be uncomfortable after a period of time, I’ll see. I haven’t yet worn them out of the house. It’s hard to know what to buy these days but we have to have them. Wear a mask!"
6-Feb-21,Jessica,3,,0,"The fit and huggability are actually really good. Especially if you have a rounder face. I'm not sure if these are authentic because they have no markings like the one in the picture and they don't even say powecom on the mask. It also didn't have a sticker on the package authenticate them via their website. I ordered the item pictured, that's what I want to receive. If it's different, then it should be advertised as such. I'm not 100% sure that I received the approved ones..."
28-Sep-20,Rugen,5,,0,"My only complaint is that the strip that is supposed to conform to the shape of your nose is creased (due to being folded flat for shipping), making it difficult to get a good fit across the bridge of my nose. Otherwise, the elastic loops have just enough stretch to pull the mask tight to my face without folding my ears. Breathing through it is the same as with other KN95 masks."
20-Feb-21,Jim,5,,0,"Always hard to know in the current climate, but these are purported to be listed in emergency authorization. Fits nicely - a bit tight on the ears, but I only use them for short periods of time. May not be ideal for situations where you wear it for several hours."
6-Mar-21,Gadget Guy 123,5,,0,"The tented shape takes the mask away from your face, for more comfort and clearer speech. These also follow the contours of my face without gapping. Mucy happier! Now my mask of choice. Nicely package in a reclosable bag. Had one strap failure but none since."
28-Feb-21,Annette Kershner,3,One,0,I am a small woman but these are very tight.
4-Oct-20,Newbie,5,One,0,This product came with an authorization number you can key in to see if it is truly meets the FDA regulations.
29-Sep-20,Bob S.,4,,0,"I like these, they seem to have sufficient layers of filter material, can be worn for 8h, and I get a few days of use from them. Dinged one star because I thought the price I paid was too high. Prices on similar items are coming down in the last few months."
1-Mar-21,Linda,5,One,0,"Roomy, light weight and maintains its shape even after a few hours’ wearing. Shipped immediately. According to research, it is the safest and most effective mask to wear."
27-Nov-20,Dee,5,,0,"I like these masks. They are a good price, very functional, comparable to N95 masks. If they are too large you can tie a knot in the ear loop. It helps them fit much better. Rolling Stone just had an article about 5 best masks, this was one of the recommended and was on sale."
4-Dec-20,Enduro_Dad,4,,0,"I've tried a few different brands and this one is my fav. The problem with other KN95's is the short straps. This one is accommodates longer faces better. Nowhere near as thick as a 3m N95, but of course we can't get those still, 8 months later!"
23-Dec-20,Xavier Falckenheiner,5,One,0,"Great quality mask. Well made and feels authentic/safe. The ear loops are small though and the mask presses against the face. I would not say it’s the most comfortable, but I use them for 8 hour shifts without a problem. Good price too. Maybe don’t get if you have sensitive ears."
18-Feb-21,David Mendels,1,One,1,"I may be wrong, but it seems that these are counterfeit.  The bag they came in was not properly sealed and none of the masks have Powecom or anything else printed on them.  I have bought Powecom masks elsewhere and they ALWAYS had the name and information printed on them."
18-Feb-21,Judy B,2,,1,"I watched ABC News and they said without the NIOSH stamp, and the straps....,are an indication that these are not kn95 compliant...it is very true.. There is No stamp from NIOSH....Im pissed. So I gave one star for value because I can't trust them."
30-Mar-21,Mike8765,5,,0,"I’m a bit below average size for an American male, with a hat size to match. I also have a fairly thin face. This mask fits me well, but you would need a mask extender if you were bigger. And it would be too small if you had a wide face. It’s comfortable and lightweight, but what I like the most about it is that it fits quite well, sucking into my face when I breathe in."
12-Apr-21,Donnad,5,,0,I am so glad I tried these KN95s. I checked the FDA list of approved masks to be sure these were on it.  I prefer these over all others.  I feel like I can breathe and not being smothered.  This type of mask is the only one I will use going forward
3-Mar-21,Frugalgene,4,,0,"A good mask that is more protective for the wearer than the typical cloth mask. I could get a reasonably tight fit. When I breathe in I seem to be pulling air through the mask, and not around the sides. It took so long to ship that I'd forget I'd ordered them."
13-Sep-20,Kirk Lambert,4,,0,"Good material, and it has a nose clip. If the ear pieces were adjustable, I'd give it 5 stars. As it is, I can't get a tight fit. Works well with a cloth mask and PM2.5 PM filter over it to hold it in place. Due to wildfire smoke, the AQI here is over 400, and that combination works almost as well for wood smoke as my P95 paint respirator."
17-Aug-20,noel rauch,5,2,0,Family with medical appointments needed KN95 mask. I found them on line and they were delivered quickly. The price was good too.
7-Feb-21,John p,5,,0,Miss spent very tightly but are definitely better for a smaller rounder face. When I wear them they are extremely tight and pull on my ears so I wouldn't be able to wear them for an extended period of time.  They fit my wife perfectly.
15-Feb-21,Linda T,1,,1,"Check out pictures other customers have uploaded. Wish I had done that before I ordered them. These masks have holes in them - by design! If you hold a mask up to the light, you can see the light. Of course these masks won't stop the virus from entering your nose or mouth! I did wear one anyway as I walked the dog yesterday; I passed someone who was smoking, and I could smell the smoke clearly. That was just more validation that the mask is useless. Don't buy it."
